Drug,SideEffect,OrganClass,Reported,Expected,TimesMoreThanExpected,PRR,ROR,SignalScore,Status,ReferenceSetStatus,PctSerious,PctFatal,PctRechallengePositive,PctClinicianReported,EverFlagged,FirstFlagged
ADALIMUMAB,DIABETIC KETOACIDOSIS,Metabolic,609,566.0,1.08,1.08,1.08,-0.028,Ordinary,Not in reference set,82.59,19.38,4.11,68.64,No,
ATORVASTATIN,TORSADE DE POINTES,Cardiac,651,606.9,1.07,1.08,1.08,-0.028,Ordinary,Not in reference set,82.49,16.59,5.38,68.05,No,
ATORVASTATIN,THROMBOCYTOPENIA,Blood,993,941.8,1.05,1.06,1.06,-0.029,Ordinary,Not in reference set,81.97,18.23,5.84,66.06,No,
ISOTRETINOIN,ARTHRALGIA,Musculoskeletal,947,896.7,1.06,1.06,1.06,-0.029,Ordinary,Not in reference set,82.68,16.79,6.12,67.48,No,
VALPROATE,TREMOR,Nervous system,714,668.6,1.07,1.07,1.07,-0.029,Ordinary,Not in reference set,81.09,18.21,5.60,66.53,No,
ALBUTEROL,HEADACHE,Nervous system,2323,2260.1,1.03,1.03,1.03,-0.029,Ordinary,Not in reference set,82.78,17.69,5.68,66.77,No,
ALLOPURINOL,MALAISE,General,867,818.4,1.06,1.06,1.07,-0.029,Ordinary,Not in reference set,82.35,16.84,6.11,66.44,No,
PANTOPRAZOLE,STEVENS-JOHNSON SYNDROME,Skin,461,422.8,1.09,1.10,1.10,-0.029,Ordinary,Not in reference set,82.86,17.14,5.42,66.81,No,
FUROSEMIDE,NAUSEA,Gastrointestinal,2580,2516.6,1.03,1.03,1.03,-0.029,Ordinary,Not in reference set,82.36,16.67,4.84,68.14,No,
ESOMEPRAZOLE,MYOCARDITIS,Cardiac,439,401.6,1.09,1.10,1.10,-0.029,Ordinary,Not in reference set,82.00,16.63,4.78,64.69,No,
LEVOTHYROXINE,MYALGIA,Musculoskeletal,2169,2107.6,1.03,1.03,1.03,-0.029,Ordinary,Not in reference set,83.13,16.87,5.49,65.88,No,
ADALIMUMAB,PANCYTOPENIA,Blood,621,578.3,1.07,1.08,1.08,-0.030,Ordinary,Not in reference set,81.16,18.04,7.57,65.38,No,
PREDNISONE,PYREXIA,General,1598,1540.8,1.04,1.04,1.04,-0.030,Ordinary,Not in reference set,83.23,18.71,6.26,67.27,No,
LEVOTHYROXINE,DYSPNOEA,Respiratory,2468,2406.7,1.03,1.03,1.03,-0.030,Ordinary,Not in reference set,83.95,17.06,4.74,67.59,No,
ALBUTEROL,RHABDOMYOLYSIS,Musculoskeletal,1004,953.7,1.05,1.06,1.06,-0.030,Ordinary,Not in reference set,84.06,17.03,6.18,68.92,No,
INSULIN GLARGINE,PULMONARY FIBROSIS,Respiratory,499,459.9,1.09,1.09,1.09,-0.030,Ordinary,Not in reference set,82.97,17.64,4.81,67.33,No,
LEVOTHYROXINE,WEIGHT DECREASED,Investigations,1455,1399.5,1.04,1.05,1.05,-0.030,Ordinary,Not in reference set,83.16,16.49,5.22,66.67,No,
HYDROXYCHLOROQUINE,AORTIC ANEURYSM,Vascular,363,328.7,1.10,1.11,1.11,-0.031,Ordinary,Not in reference set,85.67,16.80,4.96,63.64,No,
LISINOPRIL,DIARRHOEA,Gastrointestinal,2549,2488.4,1.02,1.03,1.03,-0.031,Ordinary,Not in reference set,82.46,17.54,5.49,65.99,No,
OMEPRAZOLE,MALAISE,General,1479,1423.9,1.04,1.04,1.04,-0.031,Ordinary,Not in reference set,84.25,16.90,5.54,67.34,No,
CLOZAPINE,ACUTE KIDNEY INJURY,Renal,761,715.7,1.06,1.07,1.07,-0.031,Ordinary,Not in reference set,83.18,17.08,6.04,70.04,No,
GABAPENTIN,NAUSEA,Gastrointestinal,2549,2489.7,1.02,1.03,1.03,-0.031,Ordinary,Not in reference set,83.33,16.79,5.88,65.91,No,
LISINOPRIL,BACK PAIN,Musculoskeletal,1644,1588.0,1.04,1.04,1.04,-0.032,Ordinary,Not in reference set,84.43,18.07,5.84,67.09,No,
LEVOTHYROXINE,MEMORY IMPAIRMENT,Nervous system,1110,1059.2,1.05,1.05,1.06,-0.032,Ordinary,Not in reference set,82.70,16.67,4.77,66.94,No,
GABAPENTIN,WEIGHT DECREASED,Investigations,1077,1026.7,1.05,1.05,1.06,-0.032,Ordinary,Not in reference set,82.64,16.81,6.22,66.95,No,
APIXABAN,COUGH,Respiratory,1195,1143.4,1.05,1.05,1.05,-0.032,Ordinary,Not in reference set,84.02,18.24,4.94,65.94,No,
HYDROXYCHLOROQUINE,VOMITING,Gastrointestinal,1347,1293.9,1.04,1.04,1.05,-0.032,Ordinary,Not in reference set,82.26,17.82,5.20,65.18,No,
TRAMADOL,AGRANULOCYTOSIS,Blood,636,593.8,1.07,1.08,1.08,-0.032,Ordinary,Not in reference set,82.23,16.67,5.82,68.40,No,
INSULIN GLARGINE,HYPERKALAEMIA,Metabolic,635,592.8,1.07,1.08,1.08,-0.032,Ordinary,Not in reference set,83.94,14.96,5.98,66.77,No,
DULOXETINE,ARTHRALGIA,Musculoskeletal,1419,1365.4,1.04,1.04,1.04,-0.032,Ordinary,Not in reference set,83.44,16.00,5.43,68.57,No,
VARENICLINE,ABDOMINAL PAIN,Gastrointestinal,945,896.9,1.05,1.06,1.06,-0.032,Ordinary,Not in reference set,83.39,17.78,4.55,67.94,No,
CANAGLIFLOZIN,DRUG INEFFECTIVE,General,1318,1265.5,1.04,1.04,1.05,-0.032,Ordinary,Not in reference set,82.70,20.18,4.78,66.77,No,
FUROSEMIDE,MUSCULAR WEAKNESS,Musculoskeletal,1078,1028.4,1.05,1.05,1.05,-0.033,Ordinary,Not in reference set,83.58,16.98,5.94,66.88,No,
CELECOXIB,ANXIETY,Psychiatric,1019,970.2,1.05,1.05,1.06,-0.033,Ordinary,Not in reference set,81.35,17.96,5.00,67.12,No,
ALBUTEROL,DEPRESSION,Psychiatric,2238,2181.1,1.03,1.03,1.03,-0.033,Ordinary,Not in reference set,83.96,17.83,5.05,68.05,No,
CLOZAPINE,STEVENS-JOHNSON SYNDROME,Skin,339,306.2,1.11,1.11,1.12,-0.033,Ordinary,Not in reference set,79.06,20.06,5.01,68.14,No,
FUROSEMIDE,BACK PAIN,Musculoskeletal,1340,1287.8,1.04,1.04,1.05,-0.033,Ordinary,Not in reference set,82.46,16.27,5.52,68.43,No,
LEVOTHYROXINE,ARTHRALGIA,Musculoskeletal,2477,2420.6,1.02,1.03,1.03,-0.033,Ordinary,Not in reference set,82.92,17.32,5.21,66.53,No,
CLOPIDOGREL,VOMITING,Gastrointestinal,1838,1783.0,1.03,1.03,1.04,-0.033,Ordinary,Not in reference set,82.97,18.88,5.77,67.30,No,
WARFARIN,VOMITING,Gastrointestinal,2083,2027.4,1.03,1.03,1.03,-0.033,Ordinary,Not in reference set,82.57,17.86,5.33,68.03,No,
TRAMADOL,DIZZINESS,Nervous system,1838,1783.3,1.03,1.03,1.04,-0.033,Ordinary,Not in reference set,83.13,15.72,6.42,67.95,No,
APIXABAN,DYSPNOEA,Respiratory,1395,1342.9,1.04,1.04,1.04,-0.033,Ordinary,Not in reference set,84.23,18.42,6.16,66.52,No,
LEVOTHYROXINE,VOMITING,Gastrointestinal,2811,2756.0,1.02,1.02,1.02,-0.034,Ordinary,Not in reference set,83.85,19.14,5.69,66.31,No,
IBUPROFEN,DIARRHOEA,Gastrointestinal,2301,2245.6,1.02,1.03,1.03,-0.034,Ordinary,Not in reference set,81.44,18.43,5.08,66.75,No,
IBUPROFEN,MYALGIA,Musculoskeletal,1793,1739.3,1.03,1.03,1.04,-0.034,Ordinary,Not in reference set,83.55,16.23,5.63,66.65,No,
METFORMIN,HYPONATRAEMIA,Metabolic,1270,1219.8,1.04,1.05,1.05,-0.034,Ordinary,Not in reference set,82.68,16.06,6.22,66.38,No,
SITAGLIPTIN,WEIGHT DECREASED,Investigations,695,652.6,1.06,1.07,1.07,-0.035,Ordinary,Not in reference set,81.15,14.68,6.91,67.34,No,
APIXABAN,NAUSEA,Gastrointestinal,1947,1893.6,1.03,1.03,1.03,-0.035,Ordinary,Not in reference set,83.00,16.90,4.67,66.20,No,
VALPROATE,NAUSEA,Gastrointestinal,1663,1610.6,1.03,1.03,1.04,-0.035,Ordinary,Not in reference set,83.46,17.98,5.53,67.11,No,
AMLODIPINE,RESPIRATORY DEPRESSION,Respiratory,978,931.2,1.05,1.06,1.06,-0.035,Ordinary,Not in reference set,82.62,18.40,4.19,64.21,No,
LEVOTHYROXINE,AGRANULOCYTOSIS,Blood,960,913.6,1.05,1.06,1.06,-0.035,Ordinary,Not in reference set,81.98,18.23,5.10,65.83,No,
HYDROXYCHLOROQUINE,NAUSEA,Gastrointestinal,1645,1593.3,1.03,1.03,1.04,-0.035,Ordinary,Not in reference set,82.67,17.14,4.62,64.74,No,
ALBUTEROL,WEIGHT DECREASED,Investigations,1087,1039.2,1.05,1.05,1.05,-0.035,Ordinary,Not in reference set,81.78,16.65,6.35,67.80,No,
LEVOFLOXACIN,FATIGUE,General,2051,1998.5,1.03,1.03,1.03,-0.036,Ordinary,Not in reference set,83.28,18.04,5.85,65.97,No,
ADALIMUMAB,HEADACHE,Nervous system,1477,1426.3,1.04,1.04,1.04,-0.036,Ordinary,Not in reference set,82.53,18.21,5.35,66.15,No,
GABAPENTIN,TREMOR,Nervous system,1081,1033.5,1.05,1.05,1.05,-0.036,Ordinary,Not in reference set,82.98,17.85,5.64,68.09,No,
OMEPRAZOLE,TACHYCARDIA,Cardiac,1497,1446.4,1.03,1.04,1.04,-0.036,Ordinary,Not in reference set,83.43,16.97,5.54,69.00,No,
APIXABAN,PRURITUS,Skin,1371,1321.3,1.04,1.04,1.04,-0.036,Ordinary,Not in reference set,84.90,15.90,4.52,69.66,No,
ONDANSETRON,LACTIC ACIDOSIS,Metabolic,784,740.7,1.06,1.06,1.07,-0.036,Ordinary,Not in reference set,83.16,17.09,4.21,65.82,No,
ALBUTEROL,DIARRHOEA,Gastrointestinal,2072,2020.7,1.03,1.03,1.03,-0.036,Ordinary,Not in reference set,82.72,17.08,5.45,67.47,No,
DULOXETINE,DIZZINESS,Nervous system,1598,1547.7,1.03,1.03,1.04,-0.037,Ordinary,Not in reference set,84.48,16.96,5.26,65.08,No,
INSULIN GLARGINE,PRURITUS,Skin,1372,1322.9,1.04,1.04,1.04,-0.037,Ordinary,Not in reference set,83.09,17.20,5.47,67.35,No,
ATORVASTATIN,RASH,Skin,2536,2485.6,1.02,1.02,1.02,-0.037,Ordinary,Not in reference set,83.28,17.90,6.39,65.77,No,
FEBUXOSTAT,MEMORY IMPAIRMENT,Nervous system,439,403.7,1.09,1.09,1.09,-0.037,Ordinary,Not in reference set,85.19,16.17,6.15,65.38,No,
OMEPRAZOLE,COUGH,Respiratory,1740,1689.7,1.03,1.03,1.03,-0.037,Ordinary,Not in reference set,84.25,17.53,5.69,67.13,No,
TAMSULOSIN,NAUSEA,Gastrointestinal,1631,1581.0,1.03,1.03,1.04,-0.037,Ordinary,Not in reference set,83.45,15.45,5.82,67.38,No,
GABAPENTIN,PNEUMONIA,Infection,1282,1234.1,1.04,1.04,1.04,-0.037,Ordinary,Not in reference set,84.48,18.49,4.68,68.10,No,
ONDANSETRON,HYPONATRAEMIA,Metabolic,1029,983.4,1.05,1.05,1.05,-0.038,Ordinary,Not in reference set,83.77,15.55,4.47,64.53,No,
GABAPENTIN,HYPOTENSION,Vascular,1357,1309.1,1.04,1.04,1.04,-0.038,Ordinary,Not in reference set,83.12,17.69,6.04,68.53,No,
WARFARIN,ANAEMIA,Blood,1327,1279.2,1.04,1.04,1.04,-0.038,Ordinary,Not in reference set,82.06,16.96,6.25,65.94,No,
ROSUVASTATIN,DEHYDRATION,Metabolic,1061,1015.2,1.05,1.05,1.05,-0.038,Ordinary,Not in reference set,83.03,17.34,4.43,66.92,No,
LEVOFLOXACIN,MYOCARDIAL INFARCTION,Cardiac,1220,1173.2,1.04,1.04,1.05,-0.038,Ordinary,Not in reference set,81.15,17.38,5.98,66.23,No,
ESOMEPRAZOLE,AGGRESSION,Psychiatric,496,459.5,1.08,1.09,1.09,-0.038,Ordinary,Not in reference set,82.06,20.36,4.23,65.73,No,
VALPROATE,HALLUCINATION,Psychiatric,371,338.2,1.10,1.10,1.11,-0.038,Ordinary,Not in reference set,83.29,17.52,5.93,67.65,No,
AMIODARONE,NEUTROPENIA,Blood,521,484.0,1.08,1.08,1.08,-0.039,Ordinary,Not in reference set,82.92,19.58,5.95,69.10,No,
CANAGLIFLOZIN,DEPRESSION,Psychiatric,1404,1356.6,1.03,1.04,1.04,-0.039,Ordinary,Not in reference set,81.34,17.88,6.27,69.09,No,
CANAGLIFLOZIN,ARTHRALGIA,Musculoskeletal,1164,1118.0,1.04,1.04,1.05,-0.039,Ordinary,Not in reference set,84.02,17.61,6.36,67.44,No,
LEVOFLOXACIN,CONSTIPATION,Gastrointestinal,1386,1339.0,1.04,1.04,1.04,-0.039,Ordinary,Not in reference set,84.20,17.68,6.06,66.23,No,
AZITHROMYCIN,SEIZURE,Nervous system,727,686.1,1.06,1.06,1.07,-0.039,Ordinary,Not in reference set,85.97,15.82,4.68,64.92,No,
WARFARIN,CONSTIPATION,Gastrointestinal,1565,1517.6,1.03,1.03,1.04,-0.039,Ordinary,Not in reference set,84.35,17.19,5.11,67.86,No,
PANTOPRAZOLE,SUICIDAL IDEATION,Psychiatric,1419,1372.0,1.03,1.04,1.04,-0.039,Ordinary,Not in reference set,81.75,16.00,5.36,68.22,No,
ATORVASTATIN,FATIGUE,General,2855,2810.9,1.02,1.02,1.02,-0.039,Ordinary,Not in reference set,83.43,18.39,4.90,67.29,No,
CIPROFLOXACIN,ANGIOEDEMA,Skin,732,691.2,1.06,1.06,1.07,-0.039,Ordinary,Not in reference set,83.74,18.58,4.23,67.49,No,
CELECOXIB,FATIGUE,General,1492,1445.2,1.03,1.03,1.04,-0.039,Ordinary,Not in reference set,84.38,16.96,5.70,68.50,No,
ADALIMUMAB,ABDOMINAL PAIN,Gastrointestinal,1168,1122.7,1.04,1.04,1.05,-0.040,Ordinary,Not in reference set,84.16,18.66,6.59,69.01,No,
TAMSULOSIN,ALOPECIA,Skin,680,640.3,1.06,1.07,1.07,-0.040,Ordinary,Not in reference set,82.65,15.15,6.18,66.32,No,
FEBUXOSTAT,AMPUTATION,Procedural,277,248.1,1.12,1.12,1.12,-0.040,Ordinary,Not in reference set,80.14,15.52,5.05,66.06,No,
ONDANSETRON,RASH,Skin,2054,2007.7,1.02,1.03,1.03,-0.040,Ordinary,Not in reference set,83.50,17.72,5.21,68.31,No,
GABAPENTIN,LACTIC ACIDOSIS,Metabolic,778,736.9,1.06,1.06,1.06,-0.040,Ordinary,Not in reference set,83.29,16.45,6.04,66.20,No,
CLOPIDOGREL,DIZZINESS,Nervous system,1821,1775.1,1.03,1.03,1.03,-0.041,Ordinary,Not in reference set,82.76,17.57,5.05,68.15,No,
CLOZAPINE,PARAESTHESIA,Nervous system,708,668.1,1.06,1.06,1.07,-0.041,Ordinary,Not in reference set,82.06,17.80,5.08,68.79,No,
PREDNISONE,URTICARIA,Skin,1328,1282.8,1.04,1.04,1.04,-0.041,Ordinary,Not in reference set,82.15,18.00,6.17,67.92,No,
CANAGLIFLOZIN,CONSTIPATION,Gastrointestinal,996,952.9,1.05,1.05,1.05,-0.041,Ordinary,Not in reference set,84.24,19.88,4.92,65.76,No,
CELECOXIB,DEHYDRATION,Metabolic,688,648.5,1.06,1.06,1.07,-0.041,Ordinary,Not in reference set,84.88,14.68,4.51,67.30,No,
IBUPROFEN,AGGRESSION,Psychiatric,622,583.7,1.07,1.07,1.07,-0.041,Ordinary,Not in reference set,81.99,16.08,7.56,68.17,No,
METFORMIN,PANCYTOPENIA,Blood,1173,1128.7,1.04,1.04,1.05,-0.041,Ordinary,Not in reference set,84.31,18.76,5.97,65.98,No,
HYDROXYCHLOROQUINE,TREMOR,Nervous system,701,661.4,1.06,1.06,1.07,-0.041,Ordinary,Not in reference set,83.31,18.83,4.99,67.19,No,
SERTRALINE,ANGIOEDEMA,Skin,821,779.8,1.05,1.06,1.06,-0.041,Ordinary,Not in reference set,82.22,15.83,5.72,66.87,No,
PANTOPRAZOLE,NAUSEA,Gastrointestinal,2258,2214.2,1.02,1.02,1.02,-0.041,Ordinary,Not in reference set,84.81,16.43,4.78,66.43,No,
PREDNISONE,MYALGIA,Musculoskeletal,1598,1552.8,1.03,1.03,1.03,-0.041,Ordinary,Not in reference set,84.23,17.52,6.51,67.08,No,
ADALIMUMAB,MYOCARDIAL INFARCTION,Cardiac,889,847.2,1.05,1.05,1.05,-0.041,Ordinary,Not in reference set,81.78,16.65,6.52,65.80,No,
LEVOTHYROXINE,PRURITUS,Skin,2411,2368.0,1.02,1.02,1.02,-0.041,Ordinary,Not in reference set,82.91,15.80,5.06,67.57,No,
INSULIN GLARGINE,GASTROINTESTINAL HAEMORRHAGE,Gastrointestinal,1205,1160.9,1.04,1.04,1.04,-0.041,Ordinary,Not in reference set,80.91,16.60,6.31,67.39,No,
PREDNISONE,PULMONARY FIBROSIS,Respiratory,645,606.5,1.06,1.07,1.07,-0.041,Ordinary,Not in reference set,84.65,18.29,7.13,66.82,No,
GABAPENTIN,COUGH,Respiratory,1548,1503.4,1.03,1.03,1.03,-0.042,Ordinary,Not in reference set,82.36,16.28,4.91,68.73,No,
CELECOXIB,DEPRESSION,Psychiatric,1423,1378.5,1.03,1.03,1.04,-0.042,Ordinary,Not in reference set,84.12,16.73,5.48,65.21,No,
CLOZAPINE,DRUG INEFFECTIVE,General,1339,1294.7,1.03,1.04,1.04,-0.042,Ordinary,Not in reference set,82.60,17.48,5.00,66.69,No,
AZITHROMYCIN,HEADACHE,Nervous system,2022,1978.7,1.02,1.02,1.03,-0.042,Ordinary,Not in reference set,83.93,16.57,6.23,66.02,No,
VARENICLINE,MYOCARDIAL INFARCTION,Cardiac,716,676.8,1.06,1.06,1.06,-0.042,Ordinary,Not in reference set,80.73,17.74,5.17,65.50,No,
CIPROFLOXACIN,NAUSEA,Gastrointestinal,2250,2208.0,1.02,1.02,1.02,-0.042,Ordinary,Not in reference set,84.04,18.53,6.18,66.00,No,
METFORMIN,OFF LABEL USE,General,1636,1592.1,1.03,1.03,1.03,-0.042,Ordinary,Not in reference set,82.40,16.99,6.23,68.28,No,
ONDANSETRON,HYPERKALAEMIA,Metabolic,823,782.5,1.05,1.06,1.06,-0.042,Ordinary,Not in reference set,84.93,15.43,5.71,66.10,No,
GABAPENTIN,DYSPNOEA,Respiratory,1809,1765.6,1.02,1.03,1.03,-0.043,Ordinary,Not in reference set,84.63,16.53,4.53,67.16,No,
VALPROATE,MYOCARDIAL INFARCTION,Cardiac,899,857.9,1.05,1.05,1.05,-0.043,Ordinary,Not in reference set,84.20,18.02,6.34,66.85,No,
PREDNISONE,DIZZINESS,Nervous system,2064,2021.6,1.02,1.02,1.02,-0.043,Ordinary,Not in reference set,83.24,16.52,5.77,66.09,No,
DULOXETINE,DRUG INEFFECTIVE,General,1589,1545.6,1.03,1.03,1.03,-0.043,Ordinary,Not in reference set,82.38,17.18,5.29,67.28,No,
INSULIN GLARGINE,TORSADE DE POINTES,Cardiac,404,371.4,1.09,1.09,1.10,-0.043,Ordinary,Not in reference set,82.43,18.56,6.44,70.30,No,
PANTOPRAZOLE,ABDOMINAL PAIN,Gastrointestinal,1606,1563.0,1.03,1.03,1.03,-0.043,Ordinary,Not in reference set,82.63,16.19,5.85,66.75,No,
FUROSEMIDE,CARDIAC ARREST,Cardiac,566,529.7,1.07,1.08,1.08,-0.043,Ordinary,Not in reference set,84.28,18.90,6.36,67.14,No,
OMEPRAZOLE,DYSPNOEA,Respiratory,2026,1984.4,1.02,1.02,1.02,-0.043,Ordinary,Not in reference set,84.75,15.65,6.17,67.97,No,
FUROSEMIDE,DYSPNOEA,Respiratory,1827,1784.7,1.02,1.03,1.03,-0.043,Ordinary,Not in reference set,83.47,18.50,5.36,67.54,No,
LISINOPRIL,ANGIOEDEMA,Skin,1013,971.5,1.04,1.05,1.05,-0.043,Ordinary,Not in reference set,84.70,18.76,5.43,68.90,No,
MONTELUKAST,DRUG INEFFECTIVE,General,2331,2291.8,1.02,1.02,1.02,-0.044,Ordinary,Not in reference set,83.61,17.80,5.23,67.48,No,
WARFARIN,NEUTROPENIA,Blood,800,760.6,1.05,1.06,1.06,-0.044,Ordinary,Not in reference set,82.88,16.63,4.38,66.13,No,
LEVOFLOXACIN,DEPRESSION,Psychiatric,1947,1906.3,1.02,1.02,1.02,-0.044,Ordinary,Not in reference set,82.85,17.00,6.68,66.46,No,
LISINOPRIL,PNEUMONIA,Infection,1580,1538.3,1.03,1.03,1.03,-0.045,Ordinary,Not in reference set,81.71,16.90,5.76,66.84,No,
IBUPROFEN,DYSPNOEA,Respiratory,2026,1986.1,1.02,1.02,1.02,-0.045,Ordinary,Not in reference set,83.32,16.04,5.13,67.77,No,
IBUPROFEN,COUGH,Respiratory,1732,1691.1,1.02,1.03,1.03,-0.045,Ordinary,Not in reference set,83.31,17.55,6.06,66.22,No,
AMIODARONE,MYALGIA,Musculoskeletal,1027,986.5,1.04,1.04,1.05,-0.045,Ordinary,Not in reference set,83.35,14.31,5.94,68.35,No,
LEVOTHYROXINE,COUGH,Respiratory,2088,2049.2,1.02,1.02,1.02,-0.045,Ordinary,Not in reference set,83.48,16.09,5.75,66.91,No,
PREDNISONE,DIARRHOEA,Gastrointestinal,2044,2004.9,1.02,1.02,1.02,-0.045,Ordinary,Not in reference set,83.71,16.63,5.63,67.81,No,
METFORMIN,DEPRESSION,Psychiatric,2720,2686.3,1.01,1.01,1.02,-0.045,Ordinary,Not in reference set,82.35,18.38,5.66,67.24,No,
MONTELUKAST,OFF LABEL USE,General,1497,1456.0,1.03,1.03,1.03,-0.045,Ordinary,Not in reference set,83.30,16.57,6.08,67.60,No,
METFORMIN,ALOPECIA,Skin,1298,1257.0,1.03,1.04,1.04,-0.045,Ordinary,Not in reference set,82.59,18.10,6.24,67.10,No,
PANTOPRAZOLE,MYALGIA,Musculoskeletal,1416,1375.1,1.03,1.03,1.03,-0.045,Ordinary,Not in reference set,83.97,17.16,5.01,68.64,No,
SITAGLIPTIN,MUSCULAR WEAKNESS,Musculoskeletal,684,646.7,1.06,1.06,1.06,-0.045,Ordinary,Not in reference set,82.75,16.81,5.26,66.52,No,
VARENICLINE,CONFUSIONAL STATE,Psychiatric,554,518.7,1.07,1.07,1.07,-0.045,Ordinary,Not in reference set,83.75,17.15,5.05,69.68,No,
IBUPROFEN,DRUG INEFFECTIVE,General,2298,2261.1,1.02,1.02,1.02,-0.046,Ordinary,Not in reference set,82.90,16.67,6.01,67.28,No,
HYDROXYCHLOROQUINE,DIZZINESS,Nervous system,1329,1288.2,1.03,1.03,1.04,-0.046,Ordinary,Not in reference set,83.67,17.91,5.19,65.16,No,
VALPROATE,HYPONATRAEMIA,Metabolic,670,633.0,1.06,1.06,1.06,-0.046,Ordinary,Not in reference set,82.54,16.12,6.57,65.67,No,
ALLOPURINOL,OFF LABEL USE,General,864,825.0,1.05,1.05,1.05,-0.046,Ordinary,Not in reference set,84.49,19.10,4.98,68.06,No,
GABAPENTIN,DIZZINESS,Nervous system,2051,2012.9,1.02,1.02,1.02,-0.046,Ordinary,Not in reference set,82.89,15.94,5.75,65.77,No,
DULOXETINE,CONFUSIONAL STATE,Psychiatric,820,781.4,1.05,1.05,1.05,-0.046,Ordinary,Not in reference set,83.54,16.83,5.37,68.05,No,
ROSUVASTATIN,ANGIOEDEMA,Skin,819,780.5,1.05,1.05,1.06,-0.046,Ordinary,Not in reference set,83.76,19.78,6.35,66.42,No,
FEBUXOSTAT,DIARRHOEA,Gastrointestinal,1077,1037.0,1.04,1.04,1.04,-0.046,Ordinary,Not in reference set,82.36,16.81,5.76,67.50,No,
LEVOFLOXACIN,MEMORY IMPAIRMENT,Nervous system,725,687.5,1.05,1.06,1.06,-0.046,Ordinary,Not in reference set,84.69,15.59,5.38,65.24,No,
ADALIMUMAB,ALOPECIA,Skin,681,644.1,1.06,1.06,1.06,-0.046,Ordinary,Not in reference set,82.67,18.06,4.99,71.37,No,
METFORMIN,VOMITING,Gastrointestinal,2554,2520.6,1.01,1.01,1.02,-0.046,Ordinary,Not in reference set,83.63,16.80,5.64,66.91,No,
OMEPRAZOLE,FOETAL MALFORMATION,Congenital,740,702.4,1.05,1.06,1.06,-0.046,Ordinary,Not in reference set,84.05,15.95,6.35,67.43,No,
APIXABAN,AGGRESSION,Psychiatric,427,394.7,1.08,1.09,1.09,-0.046,Ordinary,Not in reference set,84.31,15.46,5.39,67.68,No,
LEVOFLOXACIN,BACK PAIN,Musculoskeletal,1167,1127.1,1.04,1.04,1.04,-0.046,Ordinary,Not in reference set,83.55,16.37,5.31,66.84,No,
LISINOPRIL,COUGH,Respiratory,1912,1874.0,1.02,1.02,1.02,-0.047,Ordinary,Not in reference set,83.68,17.52,4.65,67.73,No,
CELECOXIB,NAUSEA,Gastrointestinal,1632,1592.7,1.02,1.03,1.03,-0.047,Ordinary,Not in reference set,83.09,16.85,6.13,66.12,No,
ADALIMUMAB,DEPRESSION,Psychiatric,1416,1376.5,1.03,1.03,1.03,-0.047,Ordinary,Not in reference set,81.78,17.87,6.00,67.09,No,
METHOTREXATE,ARTHRALGIA,Musculoskeletal,1395,1355.6,1.03,1.03,1.03,-0.047,Ordinary,Not in reference set,82.58,17.78,5.88,66.81,No,
PREDNISONE,AGRANULOCYTOSIS,Blood,710,673.1,1.05,1.06,1.06,-0.047,Ordinary,Not in reference set,82.11,17.04,5.21,67.89,No,
LEVOFLOXACIN,GASTROINTESTINAL HAEMORRHAGE,Gastrointestinal,1388,1348.7,1.03,1.03,1.03,-0.047,Ordinary,Not in reference set,85.37,19.31,4.76,66.21,No,
LISINOPRIL,VOMITING,Gastrointestinal,2552,2520.3,1.01,1.01,1.02,-0.047,Ordinary,Not in reference set,84.13,17.95,5.25,67.20,No,
ADALIMUMAB,CONGENITAL ANOMALY,Congenital,183,159.6,1.15,1.16,1.16,-0.047,Ordinary,Not in reference set,84.70,19.13,4.92,69.40,No,
LEVOFLOXACIN,OFF LABEL USE,General,1169,1129.8,1.03,1.04,1.04,-0.047,Ordinary,Not in reference set,84.17,17.62,5.13,66.38,No,
CELECOXIB,PHOTOSENSITIVITY REACTION,Skin,362,331.6,1.09,1.10,1.10,-0.047,Ordinary,Not in reference set,80.66,15.75,6.63,63.81,No,
PREDNISONE,NAUSEA,Gastrointestinal,2532,2500.4,1.01,1.01,1.02,-0.048,Ordinary,Not in reference set,82.70,16.94,4.70,67.65,No,
LISINOPRIL,MYOCARDIAL INFARCTION,Cardiac,1691,1653.1,1.02,1.03,1.03,-0.048,Ordinary,Not in reference set,82.32,17.74,6.09,64.87,No,
OMEPRAZOLE,PNEUMONIA,Infection,1426,1387.1,1.03,1.03,1.03,-0.048,Ordinary,Not in reference set,81.98,16.06,5.68,66.76,No,
METFORMIN,WEIGHT DECREASED,Investigations,1319,1279.9,1.03,1.03,1.04,-0.048,Ordinary,Not in reference set,82.34,16.60,4.85,65.58,No,
LEVOTHYROXINE,FOETAL MALFORMATION,Congenital,890,851.9,1.04,1.05,1.05,-0.048,Ordinary,Not in reference set,82.92,17.42,6.97,67.19,No,
ISOTRETINOIN,HYPERTENSION,Vascular,678,641.7,1.06,1.06,1.06,-0.048,Ordinary,Not in reference set,85.25,18.58,5.46,68.58,No,
LISINOPRIL,NAUSEA,Gastrointestinal,3128,3103.4,1.01,1.01,1.01,-0.048,Ordinary,Not in reference set,83.60,16.94,6.14,66.05,No,
