Drug,SideEffect,Pair,Quarter,QuarterOrder,SignalScore,Reported,PairOutcome
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2021Q4,8088,3.147,1439,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2022Q1,8089,3.211,1682,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2022Q2,8090,3.259,1941,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2022Q3,8091,3.288,2170,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2022Q4,8092,3.322,2420,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2023Q1,8093,3.355,2646,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2023Q2,8094,3.373,2873,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2023Q3,8095,3.398,3144,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2023Q4,8096,3.412,3395,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2024Q1,8097,3.423,3634,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2024Q2,8098,3.438,3899,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2024Q3,8099,3.447,4153,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2024Q4,8100,3.452,4371,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2025Q1,8101,3.460,4606,Sustained
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2019Q1,8077,0.272,20,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2019Q2,8078,-0.109,28,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2019Q3,8079,-0.304,37,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2019Q4,8080,-0.201,52,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2020Q1,8081,-0.257,61,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2020Q2,8082,-0.136,78,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2020Q3,8083,-0.122,91,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2020Q4,8084,-0.051,107,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2021Q1,8085,-0.112,115,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2021Q2,8086,-0.061,132,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2021Q3,8087,-0.093,141,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2021Q4,8088,-0.113,151,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2022Q1,8089,-0.160,158,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2022Q2,8090,-0.129,173,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2022Q3,8091,-0.134,184,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2022Q4,8092,-0.094,202,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2023Q1,8093,-0.091,215,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2023Q2,8094,-0.090,227,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2023Q3,8095,-0.044,246,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2023Q4,8096,-0.049,258,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2024Q1,8097,-0.016,277,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2024Q2,8098,-0.031,288,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2024Q3,8099,-0.066,294,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2024Q4,8100,-0.086,301,Transient
VARENICLINE,HEPATITIS,VARENICLINE - HEPATITIS,2025Q1,8101,-0.058,319,Transient
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2019Q1,8077,-0.364,21,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2019Q2,8078,0.391,58,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2019Q3,8079,0.600,100,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2019Q4,8080,0.734,149,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2020Q1,8081,0.969,221,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2020Q2,8082,1.141,309,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2020Q3,8083,1.265,399,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2020Q4,8084,1.383,507,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2021Q1,8085,1.437,608,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2021Q2,8086,1.517,735,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2021Q3,8087,1.565,858,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2021Q4,8088,1.610,988,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2022Q1,8089,1.642,1125,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2022Q2,8090,1.679,1284,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2022Q3,8091,1.704,1427,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2022Q4,8092,1.717,1568,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2023Q1,8093,1.739,1726,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2023Q2,8094,1.767,1883,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2023Q3,8095,1.798,2060,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2023Q4,8096,1.806,2210,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2024Q1,8097,1.811,2358,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2024Q2,8098,1.830,2526,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2024Q3,8099,1.835,2672,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2024Q4,8100,1.850,2830,Sustained
VARENICLINE,SUICIDAL IDEATION,VARENICLINE - SUICIDAL IDEATION,2025Q1,8101,1.851,2963,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2019Q1,8077,0.415,60,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2019Q2,8078,0.788,146,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2019Q3,8079,0.837,226,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2019Q4,8080,0.999,341,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2020Q1,8081,1.161,490,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2020Q2,8082,1.287,653,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2020Q3,8083,1.390,836,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2020Q4,8084,1.531,1096,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2021Q1,8085,1.594,1331,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2021Q2,8086,1.685,1622,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2021Q3,8087,1.749,1915,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2021Q4,8088,1.796,2223,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2022Q1,8089,1.852,2564,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2022Q2,8090,1.882,2893,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2022Q3,8091,1.918,3243,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2022Q4,8092,1.945,3581,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2023Q1,8093,1.964,3933,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2023Q2,8094,1.980,4255,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2023Q3,8095,1.993,4577,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2023Q4,8096,2.006,4900,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2024Q1,8097,2.019,5239,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2024Q2,8098,2.033,5564,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2024Q3,8099,2.043,5902,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2024Q4,8100,2.057,6249,Sustained
WARFARIN,GASTROINTESTINAL HAEMORRHAGE,WARFARIN - GASTROINTESTINAL HAEMORRHAGE,2025Q1,8101,2.065,6582,Sustained
